Scenario ID,User,Assistant - Extended,Assistant - Short,Assistant - Details,Threat ID,Description of the classification?,Vulnerability ID,Reasoning,Assistant - Risk occurrence type
S18,System logs are recorded,The scenario is not sufficiently characterized to perform a preliminary analysis.,More,It is not possible to monitor the system and its use by users,M7,Logic bombs,V23,Unauthorized software applications,Potential
S18,System logs are recorded,The scenario is not sufficiently characterized to perform a preliminary analysis.,More,It is not possible to monitor the system and its use by users,M10,Covert storage channel,V3,Uncontrolled changes to the application software,Potential
S18,System logs are recorded,The scenario is not sufficiently characterized to perform a preliminary analysis.,More,It is not possible to monitor the system and its use by users,M10,Covert storage channel,V4,Failure to periodically check the procedures installed on the system,Potential
S18,System logs are recorded,The scenario is not sufficiently characterized to perform a preliminary analysis.,More,It is not possible to monitor the system and its use by users,M10,Covert storage channel,V7,Untested software applications,Potential
S18,System logs are recorded,The scenario is not sufficiently characterized to perform a preliminary analysis.,More,It is not possible to monitor the system and its use by users,M10,Covert storage channel,V20,Lack of software to control hardware configurations,Potential
S18,System logs are recorded,The scenario is not sufficiently characterized to perform a preliminary analysis.,More,It is not possible to monitor the system and its use by users,M10,Covert storage channel,V23,Unauthorized software applications,Potential
S18,System logs are recorded,The scenario is not sufficiently characterized to perform a preliminary analysis.,More,It is not possible to monitor the system and its use by users,M10,Covert storage channel,V36,No control over system clock,Potential
S18,System logs are recorded,The scenario is not sufficiently characterized to perform a preliminary analysis.,More,It is not possible to monitor the system and its use by users,M11,Covert timing channel,V3,Uncontrolled changes to the application software,Potential
S18,System logs are recorded,The scenario is not sufficiently characterized to perform a preliminary analysis.,More,It is not possible to monitor the system and its use by users,M11,Covert timing channel,V4,Failure to periodically check the procedures installed on the system,Potential
S18,System logs are recorded,The scenario is not sufficiently characterized to perform a preliminary analysis.,More,It is not possible to monitor the system and its use by users,M11,Covert timing channel,V7,Untested software applications,Potential
S18,System logs are recorded,The scenario is not sufficiently characterized to perform a preliminary analysis.,More,It is not possible to monitor the system and its use by users,M11,Covert timing channel,V20,Lack of software to control hardware configurations,Potential
